,ring,Year,SiteID,Winter.Wheat,Lentils,Peas,Barley,Spring.Wheat,Pasture.Grass,Developed.Open.Space,Evergreen.Forests,Dry.Beans,Fallow.Idle.Cropland,Developed.Low.Intensity,Grassland.Herbaceous,Shrubland,Oats,Herbaceous.Wetlands,Sod.Grass.Seed,Alfafa,Deciduous.Forest,Pasture.Hay,Other.Hay.Non.Alfalfa,Developed.Med.Intensity,Apples,Open.Water,Developed.High.Intensity,Triticale,Canola,Sweet.Corn,Potatoes,Asparagus,Corn,Sugar.Beets,Watermelon,Woodly.Wetlands,Grapes,Flaxseed,Herbs,Cherries,Carrots,Other.Crops,Barren,Sunflower,Rapeseed,
60,2500,2011,8,0.232973252,0.075410571,0.003369232,0.015161545,0.349423968,0.034557224,0.032187878,#N/A,0.248493251,0.001684616,#N/A,#N/A,0.001684616,#N/A,#N/A,0,0,0.005053848,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
61,2000,2011,8,0.215101929,0.103417105,0.005264649,0.021058827,0.33023735,0.038320519,0.033645743,#N/A,0.240089628,0.002334952,#N/A,#N/A,0.002632325,#N/A,#N/A,0,0,0.007896974,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
62,1500,2011,8,0.210443634,0.15310946,0.009360043,0.028080129,0.302468113,0.031430051,0.009876415,#N/A,0.24014574,0,#N/A,#N/A,0.004680022,#N/A,#N/A,0,0,0.010406394,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
63,1000,2011,8,0.261947111,0.172262049,0.019622219,0.02856159,0.378776715,0.01053159,0,#N/A,0.125813591,0,#N/A,#N/A,0,#N/A,#N/A,0,0,0.002485135,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
64,500,2011,8,0.414530685,0.123678595,0,0.029726023,0.349676716,0,0,#N/A,0.08238798,0,#N/A,#N/A,0,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
65,4000,2011,9,0.344036998,0.057924269,0.005945823,0.008203376,0.310725049,0.029511902,0.021706363,#N/A,0.216189847,0.001328344,#N/A,0.000442997,0.000664172,#N/A,#N/A,0.000664172,0.000664172,0.001992516,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
66,3500,2011,9,0.326089754,0.054106777,0.00688331,0.008604137,0.324420158,0.027296681,0.025053233,#N/A,0.221594931,0.001639148,#N/A,0,0.000860414,#N/A,#N/A,9.80183E-06,0.000860414,0.002581241,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
67,3000,2011,9,0.294550107,0.060199653,0.002399706,0.010528586,0.342010777,0.031559904,0.028471903,#N/A,0.223894977,0.001169843,#N/A,0,0.001169843,#N/A,#N/A,0,0.000535173,0.003509529,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
68,2500,2011,9,0.271723874,0.076941689,0.003369248,0.015161615,0.341856475,0.03205422,0.029121764,#N/A,0.221347996,0.001684624,#N/A,0,0.001684624,#N/A,#N/A,0,0,0.005053872,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
69,2000,2011,9,0.256856755,0.102670234,0.005264673,0.021058857,0.32594361,0.034662722,0.027505666,#N/A,0.212875798,0.002632337,#N/A,0,0.002632337,#N/A,#N/A,0,0,0.00789701,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
70,1500,2011,9,0.240602852,0.149683851,0.009360087,0.032839645,0.301932692,0.038623116,0.011225816,#N/A,0.201207874,0,#N/A,0,0.004680043,#N/A,#N/A,0,0,0.009844025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
71,1000,2011,9,0.243450115,0.213232787,0.021063277,0.031594916,0.327452849,0.010681603,0,#N/A,0.139815818,0,#N/A,0,0.002485013,#N/A,#N/A,0,0,0.010223623,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
72,500,2011,9,0.430099413,0.206349006,0,0,0.21113655,0.011088714,0,#N/A,0.141326317,0,#N/A,0,0,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
73,4000,2011,10,0.704695308,#N/A,0.07454644,0.000660283,0.005653647,#N/A,0.03821078,#N/A,#N/A,0.066009611,0.005282268,0.014526236,0.02458714,#N/A,0.001320567,0.000660283,0.024458923,#N/A,0.034778147,0.002629515,0.000660283,0.001320567,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
74,3500,2011,10,0.750264202,#N/A,0.032559518,0,0.003071921,#N/A,0.04078802,#N/A,#N/A,0.063551587,0.004263225,0.016031457,0.026190842,#N/A,0,0.000852645,0.020071529,#N/A,0.039718235,0.000852645,7.88823E-05,0.00170529,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
75,3000,2011,10,0.838719671,#N/A,0.007109852,0,0.002365678,#N/A,0.041581462,#N/A,#N/A,0.022503772,0.005796402,0.012632049,0.025365061,#N/A,0,0,0.007373324,#N/A,0.034234169,0,0,0.002318561,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
76,2500,2011,10,0.945185167,#N/A,0,0,0.000773634,#N/A,0.033516774,#N/A,#N/A,0.002113809,0.008347067,0.001960863,0.004701581,#N/A,0,0,0.001212872,#N/A,0.002165769,0,0,2.24645E-05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
77,2000,2011,10,0.956522066,#N/A,0,0,0,#N/A,0.036856084,#N/A,#N/A,0,0.005217139,0,0.001404712,#N/A,0,0,0,#N/A,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
78,1500,2011,10,0.962894745,#N/A,0,0,0,#N/A,0.033509861,#N/A,#N/A,0,0.003595395,0,0,#N/A,0,0,0,#N/A,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
79,1000,2011,10,1,#N/A,0,0,0,#N/A,0,#N/A,#N/A,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
80,500,2011,10,1,#N/A,0,0,0,#N/A,0,#N/A,#N/A,0,0,0,0,#N/A,0,0,0,#N/A,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
81,4000,2011,11,0.402512166,0.165936646,0.006517144,0.006627504,0.122673662,0.047117097,0.02535663,0.026753741,0.180490697,0.005338238,#N/A,#N/A,0.008674636,#N/A,0.00066728,0.00066728,#N/A,#N/A,#N/A,0.00066728,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
82,3500,2011,11,0.383489817,0.185982523,0.00751232,0.006984594,0.121424991,0.053056708,0.030000228,0.024214142,0.170941339,0.006902458,#N/A,#N/A,0.006902458,#N/A,0.000862807,0.000862807,#N/A,#N/A,#N/A,0.000862807,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
83,3000,2011,11,0.36525047,0.206513037,0.009384778,0.002893035,0.137731275,0.063443088,0.031043131,0.016701002,0.148550077,0.009384778,#N/A,#N/A,0.006759135,#N/A,0.001173097,0.001173097,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
84,2500,2011,11,0.354037021,0.221204248,0.010951761,0.003108206,0.151183921,0.062177354,0.035202501,0.019415768,0.122447496,0.013514483,#N/A,#N/A,0.003378621,#N/A,0.00168931,0.00168931,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
85,2000,2011,11,0.337995438,0.249705384,0.015762181,0.00263966,0.170480423,0.057687075,0.041086333,0.017320547,0.076485869,0.020382226,#N/A,#N/A,0.005175543,#N/A,0.00263966,0.00263966,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
86,1500,2011,11,0.278229441,0.264830873,0.015116238,0.004065439,0.273841917,0.05753704,0.046485456,0.004388204,0.040784214,0.004423054,#N/A,#N/A,0.004693063,#N/A,0.004693063,0.000911998,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
87,1000,2011,11,0.136650493,0.25922797,0.015479938,0,0.5225339,0.009611311,0.044900412,0,0.008265137,0,#N/A,#N/A,0.000230186,#N/A,0.003100652,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
88,500,2011,11,0.070753162,0.233918837,0,0,0.653065897,0,0.042262104,0,0,0,#N/A,#N/A,0,#N/A,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
89,4000,2011,3,0.412639507,#N/A,#N/A,#N/A,0.347095045,0.003725281,0.012381652,#N/A,#N/A,0.219554822,#N/A,#N/A,0.003944415,#N/A,0.000659277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
90,3500,2011,3,0.384363684,#N/A,#N/A,#N/A,0.372602374,0.004258897,0.01192807,#N/A,#N/A,0.221736299,#N/A,#N/A,0.004258897,#N/A,0.000851779,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
91,3000,2011,3,0.35333305,#N/A,#N/A,#N/A,0.409684369,0.005790517,0.01389724,#N/A,#N/A,0.210346205,#N/A,#N/A,0.005790517,#N/A,0.001158103,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
92,2500,2011,3,0.3012329,#N/A,#N/A,#N/A,0.473241996,0.008338592,0.01738281,#N/A,#N/A,0.190201113,#N/A,#N/A,0.00793487,#N/A,0.001667718,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
93,2000,2011,3,0.208271979,#N/A,#N/A,#N/A,0.606108986,0.007963973,0.021495165,#N/A,#N/A,0.150948056,#N/A,#N/A,0.002605921,#N/A,0.002605921,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
94,1500,2011,3,0.089008657,#N/A,#N/A,#N/A,0.812612497,0.009043019,0.015293826,#N/A,#N/A,0.072808081,#N/A,#N/A,0,#N/A,0.00123392,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
95,1000,2011,3,0.073120295,#N/A,#N/A,#N/A,0.926488541,0,0,#N/A,#N/A,0.000391164,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
96,500,2011,3,0.040341035,#N/A,#N/A,#N/A,0.959658965,0,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
97,4000,2011,12,0.371950708,0.141715958,0.01759669,0.0013346,0.019761366,0.072850129,0.020744096,0.155944261,0.160948278,0.017349798,#N/A,#N/A,0.017134918,#N/A,#N/A,0.0006673,#N/A,0.0020019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
98,3500,2011,12,0.399085845,0.144388935,0.01048227,0.001725705,0.010684463,0.058721953,0.01900872,0.131205926,0.192108796,0.020322432,#N/A,#N/A,0.011209341,#N/A,#N/A,0.000192762,#N/A,0.000862852,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
99,3000,2011,12,0.409020258,0.128577379,0.00923202,0.002346317,0.007038951,0.055144133,0.023459531,0.09491779,0.238970107,0.022213337,#N/A,#N/A,0.007907017,#N/A,#N/A,0,#N/A,0.001173158,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
100,2500,2011,12,0.382773206,0.100892384,0.004591787,0.003378797,0.00887074,0.053831979,0.02569398,0.072466747,0.321834967,0.019078345,#N/A,#N/A,0.006587069,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
101,2000,2011,12,0.386455944,0.060321965,0,0.002946292,0.00760442,0.036375002,0.026015269,0.041421395,0.434693986,0.00152593,#N/A,#N/A,0.002639797,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
102,1500,2011,12,0.393501368,0.048952033,0,0,0.009386615,0.021292659,0.033632799,0.005138662,0.488095864,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
103,1000,2011,12,0.367704057,0.082086223,0,0,0.021122975,0.02618836,0.044923464,0,0.457974922,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
104,500,2011,12,0.230663449,0.108843912,0,0,0.041878272,0,0.169057249,0,0.449557119,0,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
105,4000,2011,13,0.016725475,0.066232881,#N/A,0.000669019,0.221700532,0.090831004,0.031108736,0.158820031,0.005344588,0.025422722,0.001338038,0.026697872,0.030774874,#N/A,0.000669019,0.320989132,0.002007057,#N/A,#N/A,0.000669019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
106,3500,2011,13,0.01934946,0.075773859,#N/A,0,0.21775982,0.093154981,0.032395672,0.141243069,0.003457086,0.025407958,0.001728543,0.024812533,0.030413618,#N/A,0.000864271,0.330988833,0.002592814,#N/A,#N/A,5.74835E-05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
107,3000,2011,13,0.015943801,0.080625293,#N/A,0,0.228890682,0.107577299,0.030547857,0.112027801,0.004700352,0.031083278,0.001175088,0.023676535,0.029841474,#N/A,0.001175088,0.329210188,0.003525264,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
108,2500,2011,13,0.015740072,0.090804317,#N/A,0,0.254411711,0.113953573,0.038795839,0.066302331,0.00171319,0.03633435,0.001692177,0.029486843,0.024842157,#N/A,0,0.320846909,0.005076531,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
109,2000,2011,13,0.015383175,0.1037294,#N/A,0,0.281759898,0.09839797,0.044996494,0.01713735,0,0.039599631,0.000326026,0.034129688,0.015148372,#N/A,0,0.344103718,0.005288278,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
110,1500,2011,13,0.019688951,0.095813578,#N/A,0,0.297865389,0.053795686,0.051896583,0,0,0.045374216,0,0.019180705,0,#N/A,0,0.411683865,0.004701027,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
111,1000,2011,13,0.042315432,0.102052429,#N/A,0,0.306885555,0.02618386,0.057491165,0,0,0.020035373,0,0.010578858,0,#N/A,0,0.42533564,0.009121687,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
112,500,2011,13,0.053413973,0.024905595,#N/A,0,0.295735143,0.070246591,0.127001465,0,0,0,0,0.029590566,0,#N/A,0,0.399106667,0,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
113,4000,2011,14,0.632089811,#N/A,#N/A,#N/A,0.008019156,0.008019156,0.034037069,0.013325812,#N/A,0.002535976,0.000668263,0.020439818,0.02148605,#N/A,#N/A,0.2573741,0.001336526,#N/A,#N/A,#N/A,0.000668263,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
114,3500,2011,14,0.649176315,#N/A,#N/A,#N/A,0.007742781,0.009394486,0.037118163,0.009513669,#N/A,0.000162872,0.000863538,0.019076449,0.010268536,#N/A,#N/A,0.254092576,0.001727077,#N/A,#N/A,#N/A,0.000863538,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
115,3000,2011,14,0.666014276,#N/A,#N/A,#N/A,0.007141303,0.009392731,0.040262674,0.004696366,#N/A,0,0.001174091,0.021796466,0.011033159,#N/A,#N/A,0.234966661,0.002348183,#N/A,#N/A,#N/A,0.001174091,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
116,2500,2011,14,0.691738324,#N/A,#N/A,#N/A,0.004440956,0.010144452,0.050189419,0.002464267,#N/A,0,0.001690742,0.023527828,0.005072226,#N/A,#N/A,0.20565956,0.003381484,#N/A,#N/A,#N/A,0.001690742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
117,2000,2011,14,0.722309105,#N/A,#N/A,#N/A,0,0.015409973,0.061493243,0,#N/A,0,0.002641897,0.020189467,0.002641897,#N/A,#N/A,0.167388729,0.005283793,#N/A,#N/A,#N/A,0.002641897,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
118,1500,2011,14,0.773674498,#N/A,#N/A,#N/A,0,0.007343574,0.082161004,0,#N/A,0,0.00469704,0.022146424,0,#N/A,#N/A,0.09588634,0.00939408,#N/A,#N/A,#N/A,0.00469704,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
119,1000,2011,14,0.886741305,#N/A,#N/A,#N/A,0,0,0.08924602,0,#N/A,0,0,0.002962566,0,#N/A,#N/A,0.010286033,0.010569887,#N/A,#N/A,#N/A,0.000194189,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
120,500,2011,14,0.915404153,#N/A,#N/A,#N/A,0,0,0.084595847,0,#N/A,0,0,0,0,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
121,4000,2011,15,0.303324393,#N/A,#N/A,0.017403414,0.026774483,0.21049423,0.030302734,0.008614747,#N/A,0.134461683,#N/A,0.072542887,0.194742706,#N/A,#N/A,0.000669362,#N/A,#N/A,#N/A,#N/A,0.000669362,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
